"name";"mark";"id"
"collapsed tower";" ";"office_tower_collapse_b1"
"collapsed tower";" ";"office_tower_collapse_b2"
"collapsed tower";" ";"office_tower_collapse_b_a0"
"collapsed tower";" ";"office_tower_collapse_b_a2"
"collapsed tower";" ";"office_tower_collapse_b_b0"
"collapsed tower";" ";"office_tower_collapse_b_b1"
"collapsed tower";" ";"office_tower_collapse_b_b2"
"community building";" ";"retirement_community_34"
"community building";" ";"retirement_community_35"
"community building";" ";"retirement_community_36"
"community building roof";" ";"retirement_community_2f_34"
"community building roof";" ";"retirement_community_2f_35"
"community building roof";" ";"retirement_community_2f_36"
"control tower roof";" ";"control_tower_roof"
"convenience store";" ";"trailer_commercial_10"
"convenience store roof";" ";"trailer_commercial_10_roof"
"convention center";" ";"convention_0_0_0"
"convention center";" ";"convention_0_0_1"
"convention center";" ";"convention_0_0_2"
"convention center";" ";"convention_0_1_0"
"convention center";" ";"convention_0_1_1"
"convention center";" ";"convention_0_1_2"
"convention center";" ";"convention_0_2_0"
"convention center";" ";"convention_0_2_1"
"convention center";" ";"convention_0_2_2"
"convention center";" ";"convention_1_0_0"
"convention center";" ";"convention_1_0_1"
"convention center";" ";"convention_1_0_2"
"convention center";" ";"convention_1_1_0"
"convention center";" ";"convention_1_1_1"
"convention center";" ";"convention_1_1_2"
"convention center";" ";"convention_1_2_0"
"convention center";" ";"convention_1_2_1"
"convention center";" ";"convention_1_2_2"
"convention center";" ";"convention_2_0_0"
"convention center";" ";"convention_2_0_1"
"convention center";" ";"convention_2_0_2"
"convention center";" ";"convention_2_1_0"
"convention center";" ";"convention_2_1_1"
"convention center";" ";"convention_2_1_2"
"convention center";" ";"convention_2_2_0"
"convention center";" ";"convention_2_2_1"
"convention center";" ";"convention_2_2_2"
"convention center";" ";"convention_3_0_0"
"convention center";" ";"convention_3_0_1"
"convention center";" ";"convention_3_0_2"
"convention center";" ";"convention_3_1_0"
"convention center";" ";"convention_3_1_1"
"convention center";" ";"convention_3_1_2"
"convention center";" ";"convention_3_2_0"
"convention center";" ";"convention_3_2_1"
"convention center";" ";"convention_3_2_2"
"convention center";" ";"convention_4_0_0"
"convention center";" ";"convention_4_0_1"
"convention center";" ";"convention_4_0_2"
"convention center";" ";"convention_4_1_0"
"convention center";" ";"convention_4_1_1"
"convention center";" ";"convention_4_1_2"
"convention center";" ";"convention_4_2_0"
"convention center";" ";"convention_4_2_1"
"convention center";" ";"convention_4_2_2"
"crash trail";" ";"airliner_1c"
"crash trail";" ";"airliner_2d"
"crash trail";" ";"airliner_2e"
"crash trail";" ";"airliner_2f"
"crash trail";" ";"airliner_2g"
"crash trail";" ";"airliner_2h"
"crash trail";" ";"airliner_2i"
"crash trail";" ";"airliner_2j"
"crashed airliner";" ";"airliner_2a"
"crashed airliner";" ";"airliner_2a_1"
"crashed airliner";" ";"airliner_2b"
"crashed airliner";" ";"airliner_2b_-1"
"crashed airliner";" ";"airliner_2b_1"
"crashed airliner";" ";"airliner_2c"
"crashed airliner";" ";"airliner_2c_-1"
"crashed airliner";" ";"airliner_2c_1"
"derelict property roof";" ";"derelict_property_roof"
"deserter outpost";" ";"deserter_city_gate"
"deserter outpost";" ";"deserter_city_office_1f"
"deserter outpost";" ";"deserter_city_office_1fb"
"deserter outpost";" ";"deserter_city_office_2f"
"deserter outpost";" ";"deserter_city_office_2fb"
"deserter outpost";" ";"deserter_city_office_3f"
"deserter outpost";" ";"deserter_city_office_3fb"
"deserter outpost";" ";"deserter_city_office_roof"
"deserter outpost";" ";"deserter_city_office_roofb"
"deserter outpost";" ";"deserter_city_park"
"diner";" ";"s_diner"
"diner";" ";"s_diner_2ndfloor"
"diner";" ";"s_diner_roof"
"distorted hallway";" ";"microlab_distorted_hallway"
"distorted science lab";" ";"microlab_distorted"
"distorted science lab";" ";"microlab_distorted_edge"
"dock";" ";"lake_dock_small"
"dock";" ";"lake_shore_dock_small"
"dog park";" ";"dog_park"
"drive-in theater";" ";"car_theater_0_0"
"drive-in theater";" ";"car_theater_0_0_1"
"drive-in theater";" ";"car_theater_0_0_2"
"drive-in theater";" ";"car_theater_0_1"
"drive-in theater";" ";"car_theater_0_2"
"drive-in theater";" ";"car_theater_1_0"
"drive-in theater";" ";"car_theater_1_0_1"
"drive-in theater";" ";"car_theater_1_0_2"
"drive-in theater";" ";"car_theater_1_1"
"drive-in theater";" ";"car_theater_1_2"
"drive-in theater";" ";"car_theater_1_2_1"
"drive-in theater";" ";"car_theater_1_2_2"
"drive-in theater";" ";"car_theater_2_0"
"drive-in theater";" ";"car_theater_2_0_1"
"drive-in theater";" ";"car_theater_2_0_2"
"drive-in theater";" ";"car_theater_2_1"
"drive-in theater";" ";"car_theater_2_2"
"drive-in theater entrance";" ";"car_theater_3_1"
"drive-in theater entrance";" ";"car_theater_3_1_1"
"drive-in theater entrance";" ";"car_theater_3_2"
"drive-in theater entrance";" ";"car_theater_3_2_1"
"drive-in theater entrance";" ";"car_theater_4_1"
"drive-in theater entrance";" ";"car_theater_4_2"
"dumpsite";" ";"dumpsite"
"dumpsite";" ";"dumpsite_edge"
"fabric store";" ";"s_fabricstore"
"fabric store roof";" ";"s_fabricstore_roof"
"fabrication workshop 2 survey";" ";"faction_base_workshop_2_0"
"fabrication workshop survey";" ";"faction_base_workshop_0"
"farm road";" ";"farm_dairy_twd_11"
"farm supply store";" ";"farm_supply_1"
"farm supply store";" ";"farm_supply_2"
"farm supply store";" ";"farm_supply_3"
"farm supply store";" ";"farm_supply_4"
"farm supply store";" ";"farm_supply_looted_1"
"farm supply store";" ";"farm_supply_looted_2"
"farm supply store";" ";"farm_supply_looted_3"
"farm supply store";" ";"farm_supply_looted_4"
"farm supply store roof";" ";"farm_supply_roof_1"
"farm supply store roof";" ";"farm_supply_roof_2"
"farm supply store roof";" ";"farm_supply_roof_3"
"farm supply store roof";" ";"farm_supply_roof_4"
"farm survey";" ";"faction_base_farm_0"
"farm survey 2";" ";"faction_base_farm_2_0"
"fence";" ";"refctr_fence_NE"
"fence";" ";"refctr_fence_NW"
"fence";" ";"refctr_fence_SE"
"fence";" ";"refctr_fence_SW"
"fence";" ";"refctr_fence_entrance_L"
"fence";" ";"refctr_fence_entrance_R"
"fence";" ";"refctr_fence_h"
"fence";" ";"refctr_fence_v"
"fishing pond";" ";"fishing_pond_0_0"
"fishing pond";" ";"fishing_pond_0_1"
"fishing pond";" ";"fishing_pond_1_0"
"fishing pond";" ";"fishing_pond_1_1"
"football field";" ";"football_field_B1"
"football field";" ";"football_field_B5"
"football field";" ";"football_field_C5"
"football field";" ";"football_field_a1"
"football field";" ";"football_field_a2"
"football field";" ";"football_field_a3"
"football field";" ";"football_field_a4"
"football field";" ";"football_field_a5"
"football field";" ";"football_field_b1"
"football field";" ";"football_field_b2"
"football field";" ";"football_field_b3"
"football field";" ";"football_field_b4"
"football field";" ";"football_field_b5"
"football field";" ";"football_field_c1"
"football field";" ";"football_field_c2"
"football field";" ";"football_field_c3"
"football field";" ";"football_field_c4"
"football field";" ";"football_field_c5"
"football field";" ";"stadium_football_2_2"
"football field";" ";"stadium_football_2_3"
"football field";" ";"stadium_football_2_4"
"football field";" ";"stadium_football_3_2"
"football field";" ";"stadium_football_3_3"
"football field";" ";"stadium_football_3_4"
"football field";" ";"stadium_football_4_2"
"football field";" ";"stadium_football_4_3"
"football field";" ";"stadium_football_4_4"
"football field";" ";"stadium_football_5_2"
"football field";" ";"stadium_football_5_3"
"football field";" ";"stadium_football_5_4"
"football field";" ";"stadium_football_6_2"
"football field";" ";"stadium_football_6_3"
"football field";" ";"stadium_football_6_4"
"fuel station";" ";"fuel_station"
"fuel station roof";" ";"fuel_station_roof"
"garage survey";" ";"faction_base_garage_0"
"garage survey 2";" ";"faction_base_garage_2_0"
"giant sinkhole";" ";"ws_giant_sinkhole_1"
"giant sinkhole base";" ";"ws_giant_sinkhole_2"
"golf course";" ";"golfcourse_00"
"golf course";" ";"golfcourse_01"
"golf course";" ";"golfcourse_02"
"golf course";" ";"golfcourse_10"
"golf course";" ";"golfcourse_11"
"golf course";" ";"golfcourse_12"
"golf course";" ";"golfcourse_20"
"golf course";" ";"golfcourse_21"
"golf course";" ";"golfcourse_22"
"golf course";" ";"golfcourse_32"
"golf course bar";" ";"golfcourse_31_2ndfloor"
"golf course parking lot";" ";"golfcourse_30"
"golf course service building";" ";"golfcourse_31"
"golf course service building roof";" ";"golfcourse_31_roof"
"ground-level entrance";" ";"exodii_base_x0y3z0"
"gun show";" ";"gunshow_0"
"gun show";" ";"gunshow_1"
"hazardous waste sarcophagus";" ";"haz_sar_1_1"
"hazardous waste sarcophagus";" ";"haz_sar_1_2"
"hazardous waste sarcophagus";" ";"haz_sar_1_3"
"hazardous waste sarcophagus";" ";"haz_sar_1_4"
"hazardous waste sarcophagus";" ";"haz_sar_b_1"
"hazardous waste sarcophagus";" ";"haz_sar_b_2"
"hazardous waste sarcophagus";" ";"haz_sar_b_3"
"hazardous waste sarcophagus";" ";"haz_sar_b_4"
"hellmouth";" ";"hellmouth"
"hidden terminal";" ";"robofachq_subline_a0"
"hidden terminal";" ";"robofachq_subline_a1"
"hidden terminal";" ";"robofachq_subline_a2"
"hidden terminal";" ";"robofachq_subline_a3"
"hide site";" ";"faction_hide_site_0"
"home improvement superstore";" ";"hdwr_large_0_0_0"
"home improvement superstore";" ";"hdwr_large_0_1_0"
"home improvement superstore";" ";"hdwr_large_0_2_0"
"home improvement superstore";" ";"hdwr_large_1_0_0"
"home improvement superstore";" ";"hdwr_large_1_1_0"
"home improvement superstore";" ";"hdwr_large_1_2_0"
"home improvement superstore roof";" ";"hdwr_large_0_0_1"
"home improvement superstore roof";" ";"hdwr_large_0_1_1"
"home improvement superstore roof";" ";"hdwr_large_0_2_1"
"home improvement superstore roof";" ";"hdwr_large_1_0_1"
"home improvement superstore roof";" ";"hdwr_large_1_1_1"
"home improvement superstore roof";" ";"hdwr_large_1_2_1"
"homeless shelter";" ";"homeless_0_0_0"
"homeless shelter";" ";"homeless_0_0_1"
"homeless shelter";" ";"homeless_0_0_2"
"homeless shelter";" ";"homeless_0_0_roof"
"homeless shelter";" ";"homeless_1_0_0"
"homeless shelter";" ";"homeless_1_0_1"
"homeless shelter";" ";"homeless_1_0_2"
"homeless shelter";" ";"homeless_1_0_roof"
"hospital";" ";"hospital_1"
"hospital";" ";"hospital_1_roof"
"hospital";" ";"hospital_2"
"hospital";" ";"hospital_2_roof"
"hospital";" ";"hospital_3"
"hospital";" ";"hospital_3_roof"
"hospital";" ";"hospital_4"
"hospital";" ";"hospital_4_roof"
"hospital";" ";"hospital_5"
"hospital";" ";"hospital_5_roof"
"hospital";" ";"hospital_6"
"hospital";" ";"hospital_6_roof"
"hospital";" ";"hospital_7"
"hospital";" ";"hospital_7_roof"
"hospital";" ";"hospital_8"
"hospital";" ";"hospital_8_roof"
"hospital";" ";"hospital_9"
"hospital";" ";"hospital_9_roof"
"hospital";" ";"urban_35_1"
"hospital";" ";"urban_35_10"
"hospital";" ";"urban_35_11"
"hospital";" ";"urban_35_12"
"hospital";" ";"urban_35_13"
"hospital";" ";"urban_35_14"
"hospital";" ";"urban_35_15"
"hospital";" ";"urban_35_16"
"hospital";" ";"urban_35_17"
"hospital";" ";"urban_35_18"
"hospital";" ";"urban_35_19"
"hospital";" ";"urban_35_2"
"hospital";" ";"urban_35_20"
"hospital";" ";"urban_35_21"
"hospital";" ";"urban_35_22"
"hospital";" ";"urban_35_23"
"hospital";" ";"urban_35_24"
"hospital";" ";"urban_35_25"
"hospital";" ";"urban_35_26"
"hospital";" ";"urban_35_27"
"hospital";" ";"urban_35_28"
"hospital";" ";"urban_35_29"
"hospital";" ";"urban_35_3"
"hospital";" ";"urban_35_30"
"hospital";" ";"urban_35_31"
"hospital";" ";"urban_35_32"
"hospital";" ";"urban_35_33"
"hospital";" ";"urban_35_34"
"hospital";" ";"urban_35_35"
"hospital";" ";"urban_35_4"
"hospital";" ";"urban_35_5"
"hospital";" ";"urban_35_6"
"hospital";" ";"urban_35_7"
"hospital";" ";"urban_35_8"
"hospital";" ";"urban_35_9"
"hotel";" ";"hotel_tower_1_6"
"hotel";" ";"hotel_tower_1_7"
"hotel";" ";"hotel_tower_1_8"
"hotel";" ";"hotel_tower_1_9"
"hotel";" ";"hotel_tower_flr2_1_5"
"hotel";" ";"hotel_tower_flr2_1_5B"
"hotel";" ";"hotel_tower_flr2_1_5C"
"hotel";" ";"hotel_tower_flr2_1_7"
"hotel";" ";"hotel_tower_flr2_1_8"
"hotel";" ";"hotel_tower_flr2_1_9"
"hotel";" ";"hotel_tower_flr3_1_5"
"hotel";" ";"hotel_tower_flr3_1_7"
"hotel";" ";"hotel_tower_flr3_1_8"
"hotel";" ";"hotel_tower_flr3_1_9"
"hotel";" ";"hotel_tower_flr4_1_5"
"hotel";" ";"hotel_tower_flr4_1_7"
"hotel";" ";"hotel_tower_flr4_1_8"
"hotel";" ";"hotel_tower_flr4_1_9"
"hotel";" ";"hotel_tower_roof_1_4"
"hotel";" ";"hotel_tower_roof_1_6"
"hotel";" ";"hotel_tower_roof_1_7"
"hotel";" ";"hotel_tower_roof_1_8"
"hotel";" ";"hotel_tower_roof_1_9"
"hotel basement";" ";"hotel_tower_b_1"
"hotel basement";" ";"hotel_tower_b_2"
"hotel basement";" ";"hotel_tower_b_3"
"hotel entrance";" ";"hotel_tower_1_5"
"hotel entrance";" ";"hotel_tower_1_5B"
"hotel entrance";" ";"hotel_tower_1_5C"
"hotel entrance";" ";"hotel_tower_roof_1_5"
"hotel parking";" ";"hotel_tower_1_1"
"hotel parking";" ";"hotel_tower_1_2"
"hotel parking";" ";"hotel_tower_1_3"
"hotel parking";" ";"hotel_tower_1_4"
"hotel parking";" ";"hotel_tower_flr2_1_4"
"hotel parking";" ";"hotel_tower_flr2_1_6"
"hotel parking";" ";"hotel_tower_flr3_1_4"
"hotel parking";" ";"hotel_tower_flr3_1_6"
"hotel parking";" ";"hotel_tower_flr4_1_4"
"hotel parking";" ";"hotel_tower_flr4_1_6"
"hub 01";" ";"robofachq_ai_a0"
"hub 01";" ";"robofachq_ai_a1"
"hub 01";" ";"robofachq_ai_a2"
"hub 01";" ";"robofachq_ai_a3"
"hub 01";" ";"robofachq_ai_b0"
"hub 01";" ";"robofachq_ai_b1"
"hub 01";" ";"robofachq_ai_b2"
"hub 01";" ";"robofachq_ai_b3"
"hub 01";" ";"robofachq_aiutl_a0"
"hub 01";" ";"robofachq_aiutl_a1"
"hub 01";" ";"robofachq_aiutl_a2"
"hub 01";" ";"robofachq_aiutl_a3"
"hub 01";" ";"robofachq_aiutl_b0"
"hub 01";" ";"robofachq_aiutl_b1"
"hub 01";" ";"robofachq_aiutl_b2"
"hub 01";" ";"robofachq_aiutl_b3"
"hub 01";" ";"robofachq_exe_a0"
"hub 01";" ";"robofachq_exe_a1"
"hub 01";" ";"robofachq_exe_a2"
"hub 01";" ";"robofachq_exe_a3"
"hub 01";" ";"robofachq_exe_b0"
"hub 01";" ";"robofachq_exe_b1"
"hub 01";" ";"robofachq_exe_b2"
"hub 01";" ";"robofachq_exe_b3"
"hub 01";" ";"robofachq_foyer1"
"hub 01";" ";"robofachq_foyer2"
"hub 01";" ";"robofachq_foyer4"
"hub 01";" ";"robofachq_hab_a0"
"hub 01";" ";"robofachq_hab_a1"
"hub 01";" ";"robofachq_hab_a2"
"hub 01";" ";"robofachq_hab_a3"
"hub 01";" ";"robofachq_hab_b0"
"hub 01";" ";"robofachq_hab_b1"
"hub 01";" ";"robofachq_hab_b2"
"hub 01";" ";"robofachq_hab_b3"
"hub 01";" ";"robofachq_res_a0"
"hub 01";" ";"robofachq_res_a1"
"hub 01";" ";"robofachq_res_a2"
"hub 01";" ";"robofachq_res_a3"
"hub 01";" ";"robofachq_res_b0"
"hub 01";" ";"robofachq_res_b1"
"hub 01";" ";"robofachq_res_b2"
"hub 01";" ";"robofachq_res_b3"
"hub 01";" ";"robofachq_roof_a1"
"hub 01";" ";"robofachq_roof_a2"
"hub 01";" ";"robofachq_sub_a0"
"hub 01";" ";"robofachq_sub_a1"
"hub 01";" ";"robofachq_sub_a2"
"hub 01";" ";"robofachq_sub_a3"
"hub 01";" ";"robofachq_surface_a3"
"hub 01";" ";"robofachq_surface_b0"
"hub 01";" ";"robofachq_surface_b1"
"hub 01";" ";"robofachq_surface_b2"
"hub 01";" ";"robofachq_surface_b3"
"hub 01";" ";"robofachq_surface_car_entrance"
"hub 01";" ";"robofachq_surface_entrance"
"hub 01 parking space";" ";"robofachq_surface_parking"
"Hub 14";" ";"microlab_portal_MSU14"
"Hub 14 elevator";" ";"microlab_portal_MSU14_elevator"
"hunting lodge";" ";"lodge_ground1"
"hunting lodge";" ";"lodge_ground2"
"hunting lodge";" ";"lodge_ground_glooscap1"
"hunting lodge";" ";"lodge_ground_glooscap2"
"hunting lodge basement";" ";"lodge_basement_laboratory_entrance"
"hunting lodge basement";" ";"lodge_basement_residential1"
"hunting lodge basement";" ";"lodge_basement_residential2"
"hunting lodge basement";" ";"lodge_basement_residential3"
"hunting lodge basement";" ";"lodge_basement_residential4"
"hunting lodge roof";" ";"lodge_roof1"
"hunting lodge roof";" ";"lodge_roof2"
"irradiation plant";" ";"irradiator_1_1"
"irradiation plant";" ";"irradiator_1_1_roof"
"irradiation plant";" ";"irradiator_1_2"
"irradiation plant";" ";"irradiator_1_2_roof"
"irradiation plant";" ";"irradiator_1_3"
"irradiation plant";" ";"irradiator_1_3_roof"
"irradiation plant";" ";"irradiator_1_4"
"irradiation plant";" ";"irradiator_1_4_roof"
"irradiation plant";" ";"irradiator_1_5"
"irradiation plant";" ";"irradiator_1_5_roof"
"irradiation plant";" ";"irradiator_1_6"
"irradiation plant";" ";"irradiator_1_6_roof"
"irradiation plant";" ";"irradiator_1_7"
"irradiation plant";" ";"irradiator_1_7_roof"
"irradiation plant";" ";"irradiator_1_8"
"irradiation plant";" ";"irradiator_1_8_roof"
"irradiation plant";" ";"irradiator_1_9"
"irradiation plant";" ";"irradiator_1_9_roof"
"karting";" ";"karting_0_0_0"
"karting";" ";"karting_0_0_1"
"karting";" ";"karting_0_0_2"
"karting";" ";"karting_0_1_0"
"karting";" ";"karting_0_1_1"
"karting";" ";"karting_0_1_2"
"karting";" ";"karting_0_2_0"
"karting";" ";"karting_0_2_1"
"karting";" ";"karting_0_2_2"
"karting";" ";"karting_1_0_0"
"karting";" ";"karting_1_0_1"
"karting";" ";"karting_1_0_2"
"karting";" ";"karting_1_1_0"
"karting";" ";"karting_1_1_1"
"karting";" ";"karting_1_1_2"
"karting";" ";"karting_1_2_0"
"karting";" ";"karting_1_2_1"
"karting";" ";"karting_1_2_2"
"karting";" ";"karting_2_0_0"
"karting";" ";"karting_2_0_1"
"karting";" ";"karting_2_0_2"
"karting";" ";"karting_2_1_0"
"karting";" ";"karting_2_1_1"
"karting";" ";"karting_2_1_2"
"karting";" ";"karting_2_2_0"
"karting";" ";"karting_2_2_1"
"karting";" ";"karting_2_2_2"
"kitchen";" ";"faction_base_kitchen_1"
"kitchen";" ";"faction_base_kitchen_2"
"kitchen";" ";"faction_base_kitchen_3"
"kitchen";" ";"faction_base_kitchen_4"
"kitchen";" ";"faction_base_kitchen_5"
"kitchen";" ";"faction_base_kitchen_6"
"kitchen";" ";"faction_base_kitchen_7"
"kitchen";" ";"faction_base_kitchen_8"
"kitchen survey";" ";"faction_base_kitchen_0"
"kraken chamber";" ";"river_cave_kraken"
"kraken food storage";" ";"river_cave_food"
"lab basement";" ";"lab_surface_brick_basementD1_hidden_lab_stairs"
"lab basement";" ";"lab_surface_brick_basementE1"
"Lab Cargo Zone";" ";"lab_2x1_CORE_-1E"
"Lab Cargo Zone";" ";"lab_2x1_CORE_-1W"
"Lab Cargo Zone";" ";"lab_2x2_cargo_NE"
"Lab Cargo Zone";" ";"lab_2x2_cargo_NW"
"Lab Cargo Zone";" ";"lab_2x2_cargo_SE"
"Lab Cargo Zone";" ";"lab_2x2_cargo_SW"
"Lab Cargo Zone";" ";"underground_lab_cargo_stationA"
"Lab Cargo Zone";" ";"underground_lab_cargo_stationB"
"Lab Cargo Zone";" ";"underground_lab_central_-5E"
"Lab Cargo Zone";" ";"underground_lab_central_-5W"
"Lab Cargo Zone";" ";"underground_lab_central_-6E"
"Lab Cargo Zone";" ";"underground_lab_central_-6W"
"Lab Cargo Zone";" ";"underground_lab_central_-7E"
"Lab Cargo Zone";" ";"underground_lab_central_-7W"
"lab hallway";" ";"microlab_generic_hallway"
"Lab Health Clinic";" ";"lab_health_z-2_A"
"Lab Health Clinic";" ";"lab_health_z-2_B"
"Lab Health Clinic";" ";"lab_health_z-3_A"
"Lab Health Clinic";" ";"lab_health_z-3_B"
"Lab Maintenance Zone";" ";"lab_maintenance_z-2&3_A"
"Lab Maintenance Zone";" ";"lab_maintenance_z-2&3_B"
"Lab Recreation Zone";" ";"lab_CORE_2x1_1DN"
"Lab Recreation Zone";" ";"lab_CORE_2x1_1UP"
"Lab Recreation Zone";" ";"lab_CORE_2x1_2DN"
"Lab Recreation Zone";" ";"lab_CORE_2x1_2UP"
"Lab Research Zone";" ";"lab_2x2_MUT_tier_1_NE"
"Lab Research Zone";" ";"lab_2x2_MUT_tier_1_NW"
"Lab Research Zone";" ";"lab_2x2_MUT_tier_1_SE"
"Lab Research Zone";" ";"lab_2x2_MUT_tier_1_SW"
"Lab Research Zone";" ";"lab_2x2_MUT_tier_2_NE"
"Lab Research Zone";" ";"lab_2x2_MUT_tier_2_NW_final_flr"
"Lab Research Zone";" ";"lab_2x2_MUT_tier_2_SE"
"Lab Research Zone";" ";"lab_2x2_MUT_tier_2_SW"
"Lab Residential Zone";" ";"lab_1x1_RES_8_bedrooms_maintenance"
"Lab Residential Zone";" ";"lab_1x1_RES_8_bedrooms_security"
"Lab Residential Zone";" ";"lab_1x1_RES_8_commons_MAINT"
"Lab Residential Zone";" ";"lab_1x1_RES_8_commons_SEC"
"Lab Residential Zone";" ";"lab_1x1x2_RES_8_apartments_lower"
"Lab Residential Zone";" ";"lab_1x1x2_RES_8_apartments_upper"
"Lab Residential Zone";" ";"lab_res_8_NE"
"Lab Residential Zone";" ";"lab_res_8_NED"
"Lab Residential Zone";" ";"lab_res_8_NW"
"Lab Residential Zone";" ";"lab_res_8_NWD"
"Lab Residential Zone";" ";"lab_res_8_SE"
"Lab Residential Zone";" ";"lab_res_8_SED"
"Lab Residential Zone";" ";"lab_res_8_SW"
"Lab Residential Zone";" ";"lab_res_8_SWD"
"Lab Security Zone";" ";"lab_security_z-1"
"Lab Security Zone";" ";"lab_security_z-2"
"Lab Security Zone";" ";"lab_security_z-3"
"Lab Security Zone";" ";"lab_security_z-4"
"Lab Security Zone";" ";"lab_security_z-5"
"Lab Security Zone";" ";"lab_security_z-6_final_flr"
"lakeside cabin";" ";"cabin_lakeside"
"lakeside cabin";" ";"cabin_lakeside1"
"lakeside cabin";" ";"cabin_lakeside2"
"lakeside cabin";" ";"cabin_lakeside3"
"lakeside cabin";" ";"cabin_lakeside4"
"lakeside cabin";" ";"cabin_lakeside5"
"lakeside cabin roof";" ";"cabin_lakeside1_roof"
"lakeside cabin roof";" ";"cabin_lakeside2_roof"
"lakeside cabin roof";" ";"cabin_lakeside3_roof"
"lakeside cabin roof";" ";"cabin_lakeside4_roof"
"lakeside cabin roof";" ";"cabin_lakeside5_roof"
"lakeside cabin roof";" ";"cabin_lakeside_roof"
"landscaping supply co";" ";"landscapingsupplyco_1a"
"landscaping supply co";" ";"landscapingsupplyco_1b"
"landscaping supply co roof";" ";"landscapingsupplyco_1b_roof"
"large power substation";" ";"pwr_large_2"
"large power substation";" ";"pwr_large_3"
"large power substation";" ";"pwr_large_4"
"large power substation";" ";"pwr_large_entrance"
"large power substation roof";" ";"pwr_large_2_roof"
"large power substation roof";" ";"pwr_large_entrance_roof"
"light industries workshop survey";" ";"faction_base_lightindustry_workshop_0"
"livestock survey";" ";"faction_base_livestock_0"
"livestock survey 2";" ";"faction_base_livestock_2_0"
"looted hospital";" ";"looted_hospital"
"looted hospital roof";" ";"looted_hospital_roof"
"looted house";" ";"looted_house"
"looted house basement";" ";"looted_house_basement"
"looted house roof";" ";"looted_house_roof"
"lost level";" ";"microlab_portal_elevator_nether_glass"
"lumberyard";" ";"lumberyard_0_0"
"lumberyard";" ";"lumberyard_0_0_roof"
"lumberyard";" ";"lumberyard_0_1"
"lumberyard";" ";"lumberyard_0_1_roof"
"lumberyard";" ";"lumberyard_1_0"
"lumberyard";" ";"lumberyard_1_0_roof"
"lumberyard";" ";"lumberyard_1_1"
"lumberyard";" ";"lumberyard_1_1_roof"
"mall";" ";"mall_a_11"
"mall";" ";"mall_a_11_roof"
"mall";" ";"mall_a_12"
"mall";" ";"mall_a_12_roof"
"mall";" ";"mall_a_13"
"mall";" ";"mall_a_13_roof"
"mall";" ";"mall_a_21"
"mall";" ";"mall_a_21_roof"
"mall";" ";"mall_a_22"
"mall";" ";"mall_a_22_roof"
"mall";" ";"mall_a_23"
"mall";" ";"mall_a_23_roof"
"mall";" ";"mall_a_24"
"mall";" ";"mall_a_24_roof"
"mall";" ";"mall_a_25"
"mall";" ";"mall_a_25_roof"
"mall";" ";"mall_a_26"
"mall";" ";"mall_a_26_roof"
"mall";" ";"mall_a_30"
"mall";" ";"mall_a_30_roof"
"mall";" ";"mall_a_31"
"mall";" ";"mall_a_31_roof"
"mall";" ";"mall_a_32"
"mall";" ";"mall_a_32_roof"
"mall";" ";"mall_a_33"
"mall";" ";"mall_a_33_roof"
"mall";" ";"mall_a_34"
"mall";" ";"mall_a_34_roof"
"mall";" ";"mall_a_35"
"mall";" ";"mall_a_35_roof"
"mall";" ";"mall_a_38"
"mall";" ";"mall_a_38_roof"
"mall";" ";"mall_a_39"
"mall";" ";"mall_a_39_roof"
"mall";" ";"mall_a_40"
"mall";" ";"mall_a_40_roof"
"mall";" ";"mall_a_41"
"mall";" ";"mall_a_41_roof"
"mall";" ";"mall_a_42"
"mall";" ";"mall_a_42_roof"
"mall";" ";"mall_a_43"
"mall";" ";"mall_a_43_roof"
"mall";" ";"mall_a_44"
"mall";" ";"mall_a_44_roof"
"mall";" ";"mall_a_48"
"mall";" ";"mall_a_48_roof"
"mall";" ";"mall_a_49"
"mall";" ";"mall_a_49_roof"
"mall";" ";"mall_a_50"
"mall";" ";"mall_a_50_roof"
"mall";" ";"mall_a_51"
"mall";" ";"mall_a_51_roof"
"mall";" ";"mall_a_52"
"mall";" ";"mall_a_52_roof"
"mall";" ";"mall_a_56"
"mall";" ";"mall_a_56_roof"
"mall";" ";"mall_a_57"
"mall";" ";"mall_a_57_roof"
"mall";" ";"mall_a_58"
"mall";" ";"mall_a_58_roof"
"mall";" ";"mall_a_59"
"mall";" ";"mall_a_59_roof"
"mall";" ";"mall_a_60"
"mall";" ";"mall_a_60_roof"
"mall";" ";"mall_a_61"
"mall";" ";"mall_a_61_roof"
"mall";" ";"mall_a_62"
"mall";" ";"mall_a_62_roof"
"mall";" ";"mall_a_65"
"mall";" ";"mall_a_65_roof"
"mall";" ";"mall_a_66"
"mall";" ";"mall_a_66_roof"
"mall";" ";"mall_a_67"
"mall";" ";"mall_a_67_roof"
"mall";" ";"mall_a_69"
"mall";" ";"mall_a_69_roof"
"mall";" ";"mall_a_70"
"mall";" ";"mall_a_70_roof"
"mall";" ";"mall_a_71"
"mall";" ";"mall_a_71_roof"
"mall";" ";"mall_b_11"
"mall";" ";"mall_b_12"
"mall";" ";"mall_b_13"
"mall";" ";"mall_b_21"
"mall";" ";"mall_b_22"
"mall";" ";"mall_b_23"
"mall";" ";"mall_b_24"
"mall";" ";"mall_b_25"
"mall";" ";"mall_b_26"
"mall";" ";"mall_b_30"
